id|full_url|type_stake|type_sport|name_liga|player_1|player_2|P1|X|P2|time_update
1642750244|https://1xstavka.ru/line/|LineFeed|Football|England. Premier League|Уотфорд|Норвич Сити|2.08|3.58|3.74|21-01-2022-12:11
1642750245|https://1xstavka.ru/line/|LineFeed|Football|Germany. Bundesliga|Айнтрахт Франкфурт|Арминия|1.77|3.56|5.55|21-01-2022-12:11
1642750246|https://1xstavka.ru/line/|LineFeed|Football|Spain. La Liga|Эспаньол|Реал Бетис|3.44|3.168|2.38|21-01-2022-12:11
1642750247|https://1xstavka.ru/line/|LineFeed|Football|Italy. Serie A|Верона|Болонья|2.0|3.62|3.98|21-01-2022-12:11
1642750248|https://1xstavka.ru/line/|LineFeed|Football|Portugal. Primeira Liga|Арока|Бенфика|12.5|5.8|1.26|21-01-2022-12:11
1642750249|https://1xstavka.ru/line/|LineFeed|Football|Portugal. Primeira Liga|Хозяева (голы) |Гости (голы)|5.16|6.12|1.414|21-01-2022-12:11
1642750250|https://1xstavka.ru/line/|LineFeed|Football|Germany. 2. Bundesliga|Гамбург|Санкт-Паули|2.2|3.84|3.004|21-01-2022-12:11
1642750251|https://1xstavka.ru/line/|LineFeed|Football|Germany. 2. Bundesliga|Фортуна Дюссельдорф|Нюрнберг|2.44|3.46|2.85|21-01-2022-12:11
1642750252|https://1xstavka.ru/line/|LineFeed|Football|Germany. 2. Bundesliga|Хозяева (голы) |Гости (голы)|1.92|4.9|2.728|21-01-2022-12:11
1642750253|https://1xstavka.ru/line/|LineFeed|Basketball|Euroleague|ЦСКА|Олимпия Милан|1.46|3.52|12.5|21-01-2022-12:11
1642750254|https://1xstavka.ru/line/|LineFeed|Basketball|Euroleague|Анадолу Эфес|Панатинаикос|1.08|10.0|17.0|21-01-2022-12:11
1642750255|https://1xstavka.ru/line/|LineFeed|Basketball|Euroleague|Хозяева (очки)|Гости (очки)|0.0|0.0|0.0|21-01-2022-12:11
1642750256|https://1xstavka.ru/line/|LineFeed|Basketball|FIBA Champions League|ВЭФ|Дижон|1.91|18.0|2.09|21-01-2022-12:11
1642750258|https://1xstavka.ru/line/|LineFeed|Tennis|Australian Open|Адриан Маннарино|Аслан Карацев|4.04|0.0|1.28|21-01-2022-12:11
1642750259|https://1xstavka.ru/line/|LineFeed|Tennis|Australian Open|Карен Хачанов|Рафаэль Надаль|5.3|0.0|1.195|21-01-2022-12:11
1642750260|https://1xstavka.ru/line/|LineFeed|Tennis|Australian Open. Women|Аманда Анисимова|Наоми Осака|3.32|0.0|1.38|21-01-2022-12:11
